process_mode,loss_percent,quantity,is_anomaly,anomaly_type,reason,severity
WASHING,4.83,280691.14,True,extreme_quantity_high,Unusually large quantity (280691kg) for single processing batch,medium
TRANSFER,0.71,279.05,False,,,low
TRANSFER,1.64,579.79,False,,,low
SEGREGATION,16.33,483.2,False,,,low
PRODUCTION,6.0,0.43,True,extreme_quantity_low,Unusually small quantity (0.43kg) - inefficient processing,low
TRANSFER,0.56,1187.58,False,,,low
QC_PASS,0.0,380.74,False,,,low
TRANSFER,27.5,1183.68,True,process_mismatch,High loss (27.5%) for TRANSFER operation (should be <3%),high
MIXING,2.22,240.62,False,,,low
QC_FAIL,-13.48,1583.37,True,impossible_yield,Yield exceeds 100% - data entry error,high
MANUFACTURING,1.99,243.88,False,,,low
SEGREGATION,15.93,369.5,False,,,low
TRANSFER,1.39,665.73,False,,,low
RECYCLING,6.02,226.72,False,,,low
QC_FAIL,100.0,112.64,False,,,low
QUALITY_CONTROL,10.16,1789.6,False,,,low
TRANSFER,1.84,874.53,False,,,low
RECYCLING,11.04,569.84,False,,,low
RECYCLING,8.24,3671.92,False,,,low
TRANSFER,6.93,391012.73,True,extreme_quantity_high,Unusually large quantity (391013kg) for single processing batch,medium
MIXING,1.76,1860.25,False,,,low
RECEIPT,6.87,3.24,True,extreme_quantity_low,Unusually small quantity (3.24kg) - inefficient processing,low
MIXING,2.02,143.47,False,,,low
QUALITY_CONTROL,14.74,403.59,False,,,low
SEGREGATION,6.21,574.94,False,,,low
BALING,1.12,647.8,False,,,low
SEGREGATION,15.28,725.17,False,,,low
MANUFACTURING,2.29,523.71,False,,,low
RECYCLING,9.07,1587.9,False,,,low
RECEIPT,0.0,272.8,False,,,low
MIXING,2.14,1293.62,False,,,low
QC_PASS,0.0,817.13,False,,,low
BALING,0.63,780.31,False,,,low
SEGREGATION,11.19,355.64,False,,,low
PRODUCTION,2.45,276.1,False,,,low
PRODUCTION,3.48,1426.91,False,,,low
INWARD,0.0,444.84,False,,,low
SEGREGATION,13.41,447.93,False,,,low
QUALITY_CONTROL,19.54,327.48,False,,,low
QC_PASS,-13.32,1096.5,True,impossible_yield,Yield exceeds 100% - data entry error,high
PRODUCTION,1.3,1153.51,False,,,low
QC_PASS,0.0,2343.3,False,,,low
MANUFACTURING,-5.59,1317.05,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
TRANSFER,31.96,1982.73,True,process_mismatch,High loss (32.0%) for TRANSFER operation (should be <3%),high
BALING,0.28,522.87,False,,,low
MANUFACTURING,3.48,301.78,False,,,low
RECEIPT,0.0,633.41,False,,,low
QC_FAIL,100.0,471.68,False,,,low
RECEIPT,58.68,1217.65,True,high_loss,Unusually high loss (58.7%) for RECEIPT,high
MANUFACTURING,3.76,1009.45,False,,,low
QC_PASS,0.0,298.55,False,,,low
TRANSFER,36.65,581.18,True,process_mismatch,High loss (36.6%) for TRANSFER operation (should be <3%),high
MIXING,3.23,311.33,False,,,low
BALING,0.34,1928.21,False,,,low
QC_FAIL,100.0,466.81,False,,,low
BALING,0.25,634.62,False,,,low
QC_PASS,0.0,728.64,False,,,low
MIXING,0.0,557.47,False,,,low
PRODUCTION,0.91,1038.91,False,,,low
BALING,0.35,241.17,False,,,low
QC_FAIL,100.0,929.84,False,,,low
SEGREGATION,1.5,1184.17,False,,,low
QC_FAIL,100.0,414.55,False,,,low
BALING,0.21,477.37,False,,,low
QC_FAIL,100.0,1050.39,False,,,low
RECEIPT,0.0,113.68,False,,,low
BALING,-24.51,107.02,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
WASHING,-26.81,1210.59,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
MANUFACTURING,4.47,3.86,True,extreme_quantity_low,Unusually small quantity (3.86kg) - inefficient processing,low
PRODUCTION,3.42,2.2,True,extreme_quantity_low,Unusually small quantity (2.20kg) - inefficient processing,low
QUALITY_CONTROL,74.78,1896.28,True,high_loss,Unusually high loss (74.8%) for QUALITY_CONTROL,high
PRODUCTION,2.03,2378.85,False,,,low
MIXING,2.06,728.34,False,,,low
TRANSFER,-23.15,1392.33,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
RECEIPT,-44.11,871.12,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECYCLING,5.09,492.59,False,,,low
WASHING,3.3,757.66,False,,,low
RECYCLING,9.63,1252.14,False,,,low
QUALITY_CONTROL,13.05,1298.79,False,,,low
MIXING,3.8,314129.79,True,extreme_quantity_high,Unusually large quantity (314130kg) for single processing batch,medium
RECYCLING,4.56,204.18,False,,,low
MANUFACTURING,4.53,413.49,False,,,low
MIXING,3.9,713.09,False,,,low
QC_PASS,0.0,1127.35,False,,,low
MIXING,1.09,160.2,False,,,low
QUALITY_CONTROL,0.0,348.01,False,,,low
MIXING,-16.75,1897.72,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECYCLING,2.69,1158.8,False,,,low
RECYCLING,4.75,264.65,False,,,low
SEGREGATION,3.74,746.01,False,,,low
QUALITY_CONTROL,24.62,1417.59,False,,,low
QC_FAIL,100.0,333.22,False,,,low
QC_FAIL,100.0,663.66,False,,,low
QC_PASS,0.0,1031.17,False,,,low
RECYCLING,8.45,1582.67,False,,,low
INWARD,0.0,1291.37,False,,,low
TRANSFER,1.47,577.73,False,,,low
TRANSFER,6.19,0.31,True,extreme_quantity_low,Unusually small quantity (0.31kg) - inefficient processing,low
QC_PASS,0.0,783.73,False,,,low
BALING,0.59,488.31,False,,,low
RECEIPT,0.0,1880.55,False,,,low
INWARD,0.0,994.26,False,,,low
PRODUCTION,4.45,3271.8,False,,,low
SEGREGATION,6.25,0.77,True,extreme_quantity_low,Unusually small quantity (0.77kg) - inefficient processing,low
BALING,0.72,1111.6,False,,,low
PRODUCTION,2.97,683.63,False,,,low
SEGREGATION,-16.53,1795.89,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
BALING,35.19,118.2,True,high_loss,Unusually high loss (35.2%) for BALING,medium
MIXING,3.48,138194.4,True,extreme_quantity_high,Unusually large quantity (138194kg) for single processing batch,medium
QC_FAIL,100.0,1380.36,False,,,low
WASHING,8.41,812.05,False,,,low
MANUFACTURING,1.72,4689.01,False,,,low
QC_PASS,78.8,1665.24,True,high_loss,Unusually high loss (78.8%) for QC_PASS,high
WASHING,6.48,890.97,False,,,low
TRANSFER,38.35,689.46,True,process_mismatch,High loss (38.3%) for TRANSFER operation (should be <3%),high
RECEIPT,0.0,843.69,False,,,low
QC_FAIL,100.0,443.5,False,,,low
PRODUCTION,3.69,361.62,False,,,low
SEGREGATION,9.91,161.66,False,,,low
PRODUCTION,2.52,767.93,False,,,low
MIXING,3.14,435.66,False,,,low
SEGREGATION,10.4,871.91,False,,,low
WASHING,10.51,400.77,False,,,low
WASHING,3.42,1284.19,False,,,low
WASHING,8.54,725.16,False,,,low
PRODUCTION,1.2,481.72,False,,,low
INWARD,0.0,753.04,False,,,low
SEGREGATION,5.95,141.41,False,,,low
PRODUCTION,0.73,870.46,False,,,low
SEGREGATION,74.17,893.39,True,high_loss,Unusually high loss (74.2%) for SEGREGATION,high
MANUFACTURING,1.05,954.95,False,,,low
TRANSFER,1.12,1247.78,False,,,low
INWARD,0.0,105.28,False,,,low
MIXING,0.62,1987.16,False,,,low
BALING,0.3,636.62,False,,,low
PRODUCTION,4.66,1035.17,False,,,low
TRANSFER,0.13,867.24,False,,,low
INWARD,4.93,134011.45,True,extreme_quantity_high,Unusually large quantity (134011kg) for single processing batch,medium
SEGREGATION,41.94,1909.11,True,high_loss,Unusually high loss (41.9%) for SEGREGATION,medium
MIXING,2.16,1113.54,False,,,low
BALING,0.91,550.51,False,,,low
RECYCLING,10.54,1898.71,False,,,low
QC_FAIL,100.0,1984.48,False,,,low
QUALITY_CONTROL,12.35,683.33,False,,,low
TRANSFER,0.79,953.75,False,,,low
TRANSFER,34.86,771.64,True,process_mismatch,High loss (34.9%) for TRANSFER operation (should be <3%),high
INWARD,54.99,1633.15,True,high_loss,Unusually high loss (55.0%) for INWARD,high
MANUFACTURING,1.03,484.11,False,,,low
QUALITY_CONTROL,2.26,63358.51,True,extreme_quantity_high,Unusually large quantity (63359kg) for single processing batch,medium
SEGREGATION,3.66,766.0,False,,,low
PRODUCTION,4.51,368.74,False,,,low
RECYCLING,10.06,497.45,False,,,low
QC_FAIL,100.0,109.7,False,,,low
QUALITY_CONTROL,60.73,176.54,True,high_loss,Unusually high loss (60.7%) for QUALITY_CONTROL,high
TRANSFER,1.12,1371.92,False,,,low
PRODUCTION,3.37,712.24,False,,,low
RECEIPT,0.0,641.49,False,,,low
TRANSFER,17.93,1273.15,True,process_mismatch,High loss (17.9%) for TRANSFER operation (should be <3%),high
INWARD,0.0,223.34,False,,,low
QUALITY_CONTROL,15.9,1688.39,False,,,low
TRANSFER,1.43,680.99,False,,,low
MIXING,2.14,428.17,False,,,low
RECEIPT,0.0,505.44,False,,,low
MANUFACTURING,3.2,0.18,True,extreme_quantity_low,Unusually small quantity (0.18kg) - inefficient processing,low
PRODUCTION,1.36,100.0,False,,,low
QC_FAIL,100.0,233.64,False,,,low
QC_FAIL,6.1,173509.05,True,extreme_quantity_high,Unusually large quantity (173509kg) for single processing batch,medium
PRODUCTION,6.31,202917.87,True,extreme_quantity_high,Unusually large quantity (202918kg) for single processing batch,medium
SEGREGATION,-29.3,920.7,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
TRANSFER,0.92,875.1,False,,,low
BALING,0.37,435.63,False,,,low
MIXING,0.64,466.56,False,,,low
BALING,0.53,1567.46,False,,,low
BALING,66.01,1900.86,True,high_loss,Unusually high loss (66.0%) for BALING,high
MANUFACTURING,2.94,1207.48,False,,,low
MANUFACTURING,0.77,1082.05,False,,,low
TRANSFER,1.05,181.19,False,,,low
RECEIPT,-29.42,1942.64,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
SEGREGATION,10.22,932.57,False,,,low
QUALITY_CONTROL,23.54,873.91,False,,,low
QUALITY_CONTROL,30.9,364.92,False,,,low
TRANSFER,31.29,1630.26,True,process_mismatch,High loss (31.3%) for TRANSFER operation (should be <3%),high
BALING,0.06,161.54,False,,,low
QUALITY_CONTROL,0.0,313.57,False,,,low
BALING,0.49,3072.2,False,,,low
MANUFACTURING,5.79,460718.94,True,extreme_quantity_high,Unusually large quantity (460719kg) for single processing batch,medium
RECEIPT,0.0,276.24,False,,,low
BALING,1.13,653.31,False,,,low
TRANSFER,6.07,4.86,True,extreme_quantity_low,Unusually small quantity (4.86kg) - inefficient processing,low
QC_FAIL,41.43,1589.21,True,high_loss,Unusually high loss (41.4%) for QC_FAIL,medium
QC_PASS,0.0,706.6,False,,,low
PRODUCTION,3.46,212.87,False,,,low
TRANSFER,2.16,215.76,False,,,low
QC_FAIL,100.0,527.24,False,,,low
BALING,0.95,517.87,False,,,low
SEGREGATION,2.38,470.08,False,,,low
QUALITY_CONTROL,20.85,832.93,False,,,low
INWARD,0.0,334.39,False,,,low
TRANSFER,27.05,1311.0,True,process_mismatch,High loss (27.1%) for TRANSFER operation (should be <3%),high
QC_FAIL,100.0,299.53,False,,,low
PRODUCTION,0.44,5000.0,False,,,low
TRANSFER,22.08,1620.59,True,process_mismatch,High loss (22.1%) for TRANSFER operation (should be <3%),high
MIXING,1.84,295.5,False,,,low
INWARD,49.78,1836.63,True,high_loss,Unusually high loss (49.8%) for INWARD,medium
QC_PASS,0.0,976.57,False,,,low
QC_PASS,0.0,2022.73,False,,,low
BALING,6.86,425434.5,True,extreme_quantity_high,Unusually large quantity (425434kg) for single processing batch,medium
SEGREGATION,7.82,444.28,False,,,low
BALING,0.74,1381.97,False,,,low
INWARD,0.0,724.71,False,,,low
QC_PASS,0.0,810.77,False,,,low
MANUFACTURING,7.49,2688.36,False,,,low
BALING,0.95,240.74,False,,,low
QC_PASS,0.0,310.77,False,,,low
INWARD,0.0,3251.61,False,,,low
SEGREGATION,16.87,571.72,False,,,low
MIXING,1.37,313.05,False,,,low
PRODUCTION,1.85,5000.0,False,,,low
WASHING,6.61,481.39,False,,,low
MIXING,0.56,1432.32,False,,,low
MIXING,2.9,1394.41,False,,,low
QC_PASS,0.0,632.5,False,,,low
QC_PASS,3.99,1.29,True,extreme_quantity_low,Unusually small quantity (1.29kg) - inefficient processing,low
MANUFACTURING,2.99,698.29,False,,,low
QC_PASS,-15.86,1396.53,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_FAIL,100.0,1673.72,False,,,low
INWARD,0.0,303.71,False,,,low
MIXING,1.38,199.29,False,,,low
TRANSFER,0.97,3070.53,False,,,low
QC_FAIL,100.0,340.85,False,,,low
BALING,0.0,1105.73,False,,,low
QC_FAIL,100.0,606.89,False,,,low
QC_PASS,0.0,485.53,False,,,low
TRANSFER,0.91,358.61,False,,,low
TRANSFER,4.21,273894.38,True,extreme_quantity_high,Unusually large quantity (273894kg) for single processing batch,medium
WASHING,8.44,100.0,False,,,low
INWARD,0.0,1524.99,False,,,low
BALING,0.35,687.81,False,,,low
TRANSFER,5.68,4.07,True,extreme_quantity_low,Unusually small quantity (4.07kg) - inefficient processing,low
BALING,0.82,255.87,False,,,low
QC_FAIL,100.0,247.35,False,,,low
RECYCLING,10.34,1150.82,False,,,low
SEGREGATION,6.07,2402.55,False,,,low
BALING,-47.12,704.98,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECEIPT,0.0,403.13,False,,,low
MANUFACTURING,1.72,1867.52,False,,,low
QC_FAIL,100.0,362.02,False,,,low
RECEIPT,0.0,715.55,False,,,low
RECYCLING,9.11,229.07,False,,,low
TRANSFER,0.91,713.31,False,,,low
TRANSFER,1.96,398.25,False,,,low
WASHING,9.66,325.96,False,,,low
SEGREGATION,15.98,232.67,False,,,low
QC_FAIL,100.0,557.09,False,,,low
TRANSFER,0.95,1493.19,False,,,low
RECYCLING,57.71,975.78,True,high_loss,Unusually high loss (57.7%) for RECYCLING,high
MIXING,2.49,497.76,False,,,low
SEGREGATION,13.23,538.35,False,,,low
PRODUCTION,1.49,453.83,False,,,low
TRANSFER,1.2,852.67,False,,,low
QUALITY_CONTROL,23.44,1605.82,False,,,low
QUALITY_CONTROL,10.0,440.15,False,,,low
QC_PASS,72.52,352.34,True,high_loss,Unusually high loss (72.5%) for QC_PASS,high
TRANSFER,1.11,1492.64,False,,,low
QUALITY_CONTROL,70.16,1002.93,True,high_loss,Unusually high loss (70.2%) for QUALITY_CONTROL,high
SEGREGATION,12.84,1108.58,False,,,low
RECYCLING,-14.07,586.94,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
PRODUCTION,1.31,723.59,False,,,low
BALING,4.84,311534.01,True,extreme_quantity_high,Unusually large quantity (311534kg) for single processing batch,medium
TRANSFER,6.91,3.36,True,extreme_quantity_low,Unusually small quantity (3.36kg) - inefficient processing,low
RECEIPT,0.0,181.25,False,,,low
PRODUCTION,3.35,1707.19,False,,,low
PRODUCTION,2.98,912.02,False,,,low
RECEIPT,0.0,202.29,False,,,low
RECYCLING,4.21,688.44,False,,,low
RECEIPT,0.0,1343.74,False,,,low
PRODUCTION,1.15,643.53,False,,,low
RECEIPT,38.98,414.67,True,high_loss,Unusually high loss (39.0%) for RECEIPT,medium
QC_FAIL,100.0,4904.62,False,,,low
BALING,0.58,272.64,False,,,low
INWARD,0.0,1167.7,False,,,low
PRODUCTION,2.49,268.45,False,,,low
PRODUCTION,6.74,197456.27,True,extreme_quantity_high,Unusually large quantity (197456kg) for single processing batch,medium
BALING,0.52,1274.9,False,,,low
SEGREGATION,17.56,804.75,False,,,low
MANUFACTURING,5.21,653.61,False,,,low
MANUFACTURING,4.38,0.15,True,extreme_quantity_low,Unusually small quantity (0.15kg) - inefficient processing,low
QC_FAIL,100.0,421.68,False,,,low
PRODUCTION,3.24,2025.62,False,,,low
RECEIPT,0.0,849.4,False,,,low
QUALITY_CONTROL,5.9,463.57,False,,,low
BALING,0.39,236.81,False,,,low
WASHING,-23.39,1683.81,True,impossible_yield,Yield exceeds 100% - data entry error,high
MIXING,1.74,1835.12,False,,,low
QC_PASS,0.0,1020.83,False,,,low
WASHING,6.83,163.3,False,,,low
RECYCLING,64.09,103.89,True,high_loss,Unusually high loss (64.1%) for RECYCLING,high
MANUFACTURING,4.35,343.55,False,,,low
QC_FAIL,100.0,628.81,False,,,low
MIXING,2.54,298.72,False,,,low
RECEIPT,0.0,750.79,False,,,low
PRODUCTION,4.07,532.98,False,,,low
BALING,0.42,1057.3,False,,,low
TRANSFER,38.55,1359.26,True,process_mismatch,High loss (38.6%) for TRANSFER operation (should be <3%),high
QC_FAIL,100.0,1516.56,False,,,low
QUALITY_CONTROL,0.0,1506.14,False,,,low
QC_FAIL,100.0,513.61,False,,,low
SEGREGATION,-36.31,1378.47,True,impossible_yield,Yield exceeds 100% - data entry error,high
MANUFACTURING,2.79,401.42,False,,,low
MANUFACTURING,1.47,1323.65,False,,,low
SEGREGATION,5.21,2.02,True,extreme_quantity_low,Unusually small quantity (2.02kg) - inefficient processing,low
TRANSFER,25.56,1210.13,True,process_mismatch,High loss (25.6%) for TRANSFER operation (should be <3%),high
TRANSFER,0.63,531.44,False,,,low
SEGREGATION,8.55,574.08,False,,,low
INWARD,0.0,578.41,False,,,low
SEGREGATION,17.07,1526.73,False,,,low
RECYCLING,8.74,1750.02,False,,,low
INWARD,0.0,3845.89,False,,,low
TRANSFER,3.23,0.29,True,extreme_quantity_low,Unusually small quantity (0.29kg) - inefficient processing,low
SEGREGATION,16.01,1237.67,False,,,low
QC_FAIL,100.0,954.1,False,,,low
QC_FAIL,100.0,1342.16,False,,,low
QC_PASS,0.0,214.34,False,,,low
QUALITY_CONTROL,16.51,199.85,False,,,low
WASHING,-7.9,526.64,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
TRANSFER,1.2,1401.55,False,,,low
QUALITY_CONTROL,21.96,439.97,False,,,low
PRODUCTION,2.46,258.58,False,,,low
RECEIPT,0.0,676.89,False,,,low
TRANSFER,1.2,350.09,False,,,low
QC_PASS,0.0,2553.43,False,,,low
QC_FAIL,100.0,535.77,False,,,low
INWARD,0.0,922.65,False,,,low
PRODUCTION,2.17,515.84,False,,,low
QC_PASS,0.0,3425.38,False,,,low
TRANSFER,29.29,649.16,True,process_mismatch,High loss (29.3%) for TRANSFER operation (should be <3%),high
WASHING,-16.02,660.34,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_PASS,0.0,263.92,False,,,low
INWARD,0.0,301.87,False,,,low
SEGREGATION,9.32,1962.33,False,,,low
BALING,-15.53,262.52,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
BALING,0.81,158.33,False,,,low
INWARD,0.0,709.05,False,,,low
BALING,0.77,445.9,False,,,low
SEGREGATION,9.34,1162.2,False,,,low
BALING,73.79,144.2,True,high_loss,Unusually high loss (73.8%) for BALING,high
QUALITY_CONTROL,7.97,549.91,False,,,low
TRANSFER,0.87,759.99,False,,,low
BALING,0.15,1619.88,False,,,low
WASHING,6.75,645.96,False,,,low
MIXING,1.75,461.08,False,,,low
MANUFACTURING,2.42,632.25,False,,,low
MIXING,2.27,439.26,False,,,low
SEGREGATION,2.5,3.32,True,extreme_quantity_low,Unusually small quantity (3.32kg) - inefficient processing,low
QC_PASS,0.0,354.51,False,,,low
RECEIPT,0.0,972.34,False,,,low
RECYCLING,7.06,459792.03,True,extreme_quantity_high,Unusually large quantity (459792kg) for single processing batch,medium
INWARD,0.0,622.37,False,,,low
QC_PASS,0.0,1652.27,False,,,low
MANUFACTURING,2.91,1064.71,False,,,low
BALING,0.68,253.1,False,,,low
QUALITY_CONTROL,16.34,616.41,False,,,low
BALING,0.0,1449.51,False,,,low
INWARD,-15.85,737.75,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
PRODUCTION,3.58,1245.53,False,,,low
RECEIPT,0.0,470.67,False,,,low
QC_FAIL,100.0,2532.79,False,,,low
INWARD,0.0,127.14,False,,,low
TRANSFER,3.23,225786.27,True,extreme_quantity_high,Unusually large quantity (225786kg) for single processing batch,medium
BALING,0.23,423.51,False,,,low
MIXING,2.77,572.39,False,,,low
MIXING,1.08,309.92,False,,,low
MIXING,3.35,886.95,False,,,low
BALING,1.0,821.4,False,,,low
QUALITY_CONTROL,26.21,391.97,False,,,low
MANUFACTURING,5.07,1831.82,False,,,low
RECYCLING,-17.34,502.37,True,impossible_yield,Yield exceeds 100% - data entry error,high
QUALITY_CONTROL,2.35,976.98,False,,,low
RECYCLING,9.86,347.68,False,,,low
TRANSFER,33.06,867.5,True,process_mismatch,High loss (33.1%) for TRANSFER operation (should be <3%),high
MANUFACTURING,0.56,772.47,False,,,low
TRANSFER,20.27,1598.99,True,process_mismatch,High loss (20.3%) for TRANSFER operation (should be <3%),high
MIXING,0.69,773.14,False,,,low
RECYCLING,5.5,2686.22,False,,,low
PRODUCTION,37.05,1504.45,True,high_loss,Unusually high loss (37.0%) for PRODUCTION,medium
PRODUCTION,1.86,993.0,False,,,low
QC_FAIL,100.0,1800.2,False,,,low
TRANSFER,0.83,689.01,False,,,low
WASHING,4.79,1016.93,False,,,low
RECYCLING,7.86,262.11,False,,,low
TRANSFER,1.63,1262.14,False,,,low
INWARD,3.03,4.8,True,extreme_quantity_low,Unusually small quantity (4.80kg) - inefficient processing,low
INWARD,-25.61,1217.51,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_PASS,0.0,1337.09,False,,,low
RECEIPT,0.0,3450.41,False,,,low
RECYCLING,7.95,1271.59,False,,,low
SEGREGATION,10.63,832.96,False,,,low
QUALITY_CONTROL,-15.3,305.21,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QUALITY_CONTROL,3.68,276.13,False,,,low
TRANSFER,2.05,595.58,False,,,low
RECEIPT,0.0,140.68,False,,,low
RECEIPT,-32.23,1410.14,True,impossible_yield,Yield exceeds 100% - data entry error,high
MIXING,2.0,285.04,False,,,low
RECEIPT,0.0,121.61,False,,,low
TRANSFER,35.81,1994.46,True,process_mismatch,High loss (35.8%) for TRANSFER operation (should be <3%),high
RECEIPT,0.0,420.2,False,,,low
INWARD,0.0,1549.02,False,,,low
PRODUCTION,44.7,1656.34,True,high_loss,Unusually high loss (44.7%) for PRODUCTION,medium
TRANSFER,18.2,1695.23,True,process_mismatch,High loss (18.2%) for TRANSFER operation (should be <3%),high
QC_PASS,0.0,376.51,False,,,low
MANUFACTURING,4.74,914.08,False,,,low
INWARD,0.0,1612.3,False,,,low
RECEIPT,0.0,1085.52,False,,,low
MIXING,2.19,226.21,False,,,low
WASHING,9.18,260.97,False,,,low
BALING,0.56,2262.59,False,,,low
BALING,0.66,551.63,False,,,low
INWARD,0.0,2200.34,False,,,low
WASHING,3.03,436868.31,True,extreme_quantity_high,Unusually large quantity (436868kg) for single processing batch,medium
MANUFACTURING,3.72,2115.93,False,,,low
BALING,3.65,0.14,True,extreme_quantity_low,Unusually small quantity (0.14kg) - inefficient processing,low
INWARD,-18.93,1016.59,True,impossible_yield,Yield exceeds 100% - data entry error,high
MANUFACTURING,2.99,1343.69,False,,,low
MANUFACTURING,3.97,416.75,False,,,low
RECYCLING,4.27,1838.77,False,,,low
QC_PASS,0.0,344.56,False,,,low
MANUFACTURING,62.47,1919.09,True,high_loss,Unusually high loss (62.5%) for MANUFACTURING,high
QUALITY_CONTROL,10.03,1054.86,False,,,low
MANUFACTURING,2.51,212.55,False,,,low
SEGREGATION,-19.05,1126.76,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_FAIL,100.0,2926.7,False,,,low
SEGREGATION,10.41,2090.0,False,,,low
QC_FAIL,100.0,147.79,False,,,low
QUALITY_CONTROL,6.77,289.64,False,,,low
INWARD,0.0,206.77,False,,,low
RECYCLING,5.22,265213.01,True,extreme_quantity_high,Unusually large quantity (265213kg) for single processing batch,medium
PRODUCTION,4.97,1040.0,False,,,low
INWARD,0.0,236.39,False,,,low
QC_PASS,0.0,356.34,False,,,low
QC_PASS,0.0,1832.3,False,,,low
TRANSFER,31.04,1862.72,True,process_mismatch,High loss (31.0%) for TRANSFER operation (should be <3%),high
MANUFACTURING,2.09,162.02,False,,,low
PRODUCTION,3.05,572.17,False,,,low
PRODUCTION,3.66,1441.94,False,,,low
INWARD,0.0,307.75,False,,,low
QC_FAIL,100.0,100.0,False,,,low
RECEIPT,3.47,70787.84,True,extreme_quantity_high,Unusually large quantity (70788kg) for single processing batch,medium
INWARD,0.0,401.37,False,,,low
PRODUCTION,4.27,985.51,False,,,low
INWARD,0.0,944.7,False,,,low
QC_FAIL,100.0,1022.71,False,,,low
INWARD,0.0,1051.48,False,,,low
PRODUCTION,3.74,528.24,False,,,low
QUALITY_CONTROL,-29.08,1036.39,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
RECEIPT,0.0,424.31,False,,,low
TRANSFER,21.84,1771.5,True,process_mismatch,High loss (21.8%) for TRANSFER operation (should be <3%),high
TRANSFER,0.5,676.1,False,,,low
TRANSFER,1.01,398.57,False,,,low
QC_PASS,0.0,1518.26,False,,,low
QC_PASS,0.0,1173.25,False,,,low
SEGREGATION,-20.63,940.79,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_FAIL,100.0,820.57,False,,,low
TRANSFER,1.45,495.6,False,,,low
MIXING,2.32,4.6,True,extreme_quantity_low,Unusually small quantity (4.60kg) - inefficient processing,low
MIXING,1.02,1202.26,False,,,low
QC_PASS,0.0,508.85,False,,,low
RECEIPT,0.0,694.53,False,,,low
QC_FAIL,7.71,439459.75,True,extreme_quantity_high,Unusually large quantity (439460kg) for single processing batch,medium
TRANSFER,28.87,1700.77,True,process_mismatch,High loss (28.9%) for TRANSFER operation (should be <3%),high
PRODUCTION,2.62,486.71,False,,,low
QC_PASS,0.0,1538.74,False,,,low
QC_PASS,0.0,991.39,False,,,low
QC_PASS,0.0,316.35,False,,,low
MIXING,1.97,1098.99,False,,,low
QUALITY_CONTROL,-29.75,779.98,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
PRODUCTION,2.68,622.56,False,,,low
SEGREGATION,6.79,1056.95,False,,,low
PRODUCTION,2.65,1406.48,False,,,low
INWARD,0.0,533.38,False,,,low
BALING,0.36,705.63,False,,,low
RECYCLING,4.67,335.76,False,,,low
MIXING,0.21,528.31,False,,,low
BALING,1.05,332.18,False,,,low
TRANSFER,20.29,1629.88,True,process_mismatch,High loss (20.3%) for TRANSFER operation (should be <3%),high
QC_PASS,5.96,0.6,True,extreme_quantity_low,Unusually small quantity (0.60kg) - inefficient processing,low
SEGREGATION,79.09,1129.38,True,high_loss,Unusually high loss (79.1%) for SEGREGATION,high
INWARD,0.0,253.45,False,,,low
QC_PASS,0.0,394.64,False,,,low
MANUFACTURING,5.91,164.39,False,,,low
SEGREGATION,14.9,189.21,False,,,low
RECEIPT,6.51,218419.74,True,extreme_quantity_high,Unusually large quantity (218420kg) for single processing batch,medium
RECEIPT,0.0,523.42,False,,,low
QC_PASS,0.0,414.42,False,,,low
BALING,0.54,529.6,False,,,low
RECEIPT,0.0,436.49,False,,,low
RECEIPT,-42.48,1979.27,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_PASS,0.0,201.05,False,,,low
MIXING,2.44,256.54,False,,,low
MANUFACTURING,3.14,583.96,False,,,low
MIXING,3.03,1596.93,False,,,low
QC_FAIL,100.0,512.23,False,,,low
QC_PASS,0.0,743.76,False,,,low
WASHING,8.62,1327.1,False,,,low
MANUFACTURING,5.35,2118.02,False,,,low
RECEIPT,0.0,373.44,False,,,low
MANUFACTURING,2.59,82106.9,True,extreme_quantity_high,Unusually large quantity (82107kg) for single processing batch,medium
RECYCLING,0.64,369.13,False,,,low
RECYCLING,11.31,287.11,False,,,low
BALING,0.46,722.07,False,,,low
