process_mode,input_quantity,source_material,source_state,source_grade,scenario,yield_percent,loss_percent,output_quantity
RECEIPT,1322.88,HDPE,FLAKE,Unknown,SCN-6,99.66,0.34,1318.44
BALING,2275.6,GRANULE,GRANULE,Standard,SCN-5,100.0,0.0,2275.6
QUALITY_CONTROL,825.77,PP,RAW,Technical Grade,SCN-3,99.81,0.19,824.22
MANUFACTURING,1794.87,PRODUCT,FLAKE,Standard,SCN-6,95.93,4.07,1721.75
SEGREGATION,5086.9,PVC,SORTED,Rejected,SCN-2,70.17,29.83,3569.31
RECEIPT,697.49,PVC,RAW,Food Grade,SCN-2,99.76,0.24,695.81
INWARD,1658.18,MIXED,WASHED,Technical Grade,SCN-2,100.0,0.0,1658.18
TRANSFER,1548.68,FLAKE,SORTED,Unknown,SCN-4,99.7,0.3,1543.96
MANUFACTURING,299.93,PET,WASHED,Grade B,SCN-6,99.14,0.86,297.35
MIXING,1591.31,HDPE,WASHED,Grade C,SCN-4,95.18,4.82,1514.58
SEGREGATION,795.55,GRANULE,SORTED,Grade B,SCN-3,94.62,5.38,752.71
QC_FAIL,335.75,HDPE,FLAKE,Grade A,SCN-1,0.0,100.0,0.0
RECYCLING,58.92,HDPE,BALE,Grade B,SCN-4,91.74,8.26,54.05
BALING,1011.93,HDPE,RAW,Unknown,SCN-3,99.7,0.3,1008.89
SEGREGATION,506.37,PVC,PROCESSED,Food Grade,SCN-3,87.95,12.05,445.34
MANUFACTURING,581.0,HDPE,GRANULE,Food Grade,SCN-2,99.22,0.78,576.48
QC_FAIL,164.95,PP,WASHED,Grade B,SCN-2,0.07,99.93,0.11
QC_PASS,1139.6,PRODUCT,PROCESSED,Grade B,SCN-5,100.0,0.0,1139.6
SEGREGATION,5299.68,MIXED,SORTED,Standard,SCN-1,83.73,16.27,4437.16
INWARD,168.72,PP,SORTED,Unknown,SCN-4,100.0,0.0,168.72
RECEIPT,484.27,PET,SORTED,Standard,SCN-2,100.0,0.0,484.27
WASHING,940.53,PRODUCT,BALE,Food Grade,SCN-2,98.55,1.45,926.93
PRODUCTION,494.59,MIXED,WASHED,Technical Grade,SCN-1,93.1,6.9,460.46
QC_FAIL,410.64,PRODUCT,BALE,Unknown,SCN-3,0.15,99.85,0.61
QC_FAIL,338.9,PET,GRANULE,Grade A,SCN-6,0.02,99.98,0.07
QC_PASS,295.06,FLAKE,SORTED,Grade B,SCN-4,100.0,0.0,295.06
RECYCLING,690.67,PVC,PROCESSED,Rejected,SCN-1,79.85,20.15,551.5
MANUFACTURING,3722.42,PVC,PROCESSED,Technical Grade,SCN-2,92.18,7.82,3431.33
BALING,278.59,HDPE,RAW,Grade A,SCN-2,100.0,0.0,278.59
BALING,400.51,PET,SORTED,Grade B,SCN-1,100.0,0.0,400.51
RECEIPT,1007.45,PRODUCT,RAW,Technical Grade,SCN-4,100.0,0.0,1007.45
BALING,253.52,PET,GRANULE,Grade B,SCN-6,99.66,0.34,252.67
BALING,893.75,MIXED,WASHED,Premium,SCN-5,97.52,2.48,871.55
BALING,440.76,HDPE,FLAKE,Standard,SCN-6,99.03,0.97,436.5
RECEIPT,71.49,GRANULE,FLAKE,Technical Grade,SCN-4,99.58,0.42,71.19
WASHING,583.97,PVC,GRANULE,Grade C,SCN-5,86.02,13.98,502.32
MIXING,1207.61,LDPE,RAW,Grade A,SCN-5,99.55,0.45,1202.12
BALING,3601.8,MIXED,WASHED,Rejected,SCN-2,97.78,2.22,3521.99
MANUFACTURING,882.34,MIXED,PROCESSED,Grade A,SCN-1,93.71,6.29,826.89
MANUFACTURING,2263.41,LDPE,BALE,Premium,SCN-4,99.53,0.47,2252.78
WASHING,1786.84,PP,GRANULE,Rejected,SCN-2,85.3,14.7,1524.1
QUALITY_CONTROL,1037.98,FLAKE,SORTED,Food Grade,SCN-6,92.31,7.69,958.21
TRANSFER,222.0,PET,WASHED,Food Grade,SCN-1,99.69,0.31,221.31
RECYCLING,153.8,PP,GRANULE,Unknown,SCN-1,90.7,9.3,139.5
TRANSFER,511.98,PRODUCT,FLAKE,Technical Grade,SCN-1,96.99,3.01,496.55
QC_PASS,410.38,PVC,GRANULE,Grade C,SCN-2,99.52,0.48,408.41
WASHING,102.79,HDPE,PROCESSED,Grade A,SCN-4,98.79,1.21,101.55
RECEIPT,753.36,LDPE,RAW,Premium,SCN-3,99.88,0.12,752.43
RECYCLING,1091.12,HDPE,WASHED,Technical Grade,SCN-1,89.43,10.57,975.79
WASHING,162.02,MIXED,RAW,Food Grade,SCN-2,87.72,12.28,142.13
PRODUCTION,342.5,FLAKE,RAW,Food Grade,SCN-3,99.89,0.11,342.13
RECEIPT,233.87,PVC,WASHED,Grade A,SCN-3,99.81,0.19,233.44
QUALITY_CONTROL,378.13,PP,SORTED,Standard,SCN-3,71.66,28.34,270.95
QUALITY_CONTROL,515.0,LDPE,RAW,Unknown,SCN-3,83.48,16.52,429.93
RECYCLING,2006.3,PP,GRANULE,Food Grade,SCN-1,98.49,1.51,1976.03
MANUFACTURING,531.25,GRANULE,RAW,Grade C,SCN-6,94.58,5.42,502.46
INWARD,838.69,LDPE,SORTED,Technical Grade,SCN-3,100.0,0.0,838.69
SEGREGATION,1252.56,GRANULE,FLAKE,Grade C,SCN-2,87.95,12.05,1101.67
TRANSFER,346.51,FLAKE,FLAKE,Food Grade,SCN-3,99.81,0.19,345.86
QC_FAIL,69.78,FLAKE,WASHED,Standard,SCN-3,0.0,100.0,0.0
MIXING,480.29,MIXED,GRANULE,Grade A,SCN-4,95.27,4.73,457.57
BALING,4144.84,GRANULE,PROCESSED,Grade C,SCN-5,99.88,0.12,4140.06
PRODUCTION,205.9,PRODUCT,FLAKE,Premium,SCN-6,99.98,0.02,205.86
QC_PASS,94.69,FLAKE,SORTED,Standard,SCN-5,100.0,0.0,94.69
QC_PASS,5499.15,PRODUCT,GRANULE,Grade B,SCN-4,100.0,0.0,5499.1
RECEIPT,1947.56,PRODUCT,PROCESSED,Premium,SCN-2,100.0,0.0,1947.56
RECEIPT,2162.34,FLAKE,RAW,Technical Grade,SCN-2,99.84,0.16,2158.94
RECEIPT,1684.81,PET,GRANULE,Unknown,SCN-4,100.0,0.0,1684.81
INWARD,381.72,GRANULE,FLAKE,Grade B,SCN-1,100.0,0.0,381.72
RECEIPT,4107.39,PRODUCT,PROCESSED,Technical Grade,SCN-2,99.67,0.33,4093.7
RECYCLING,1075.52,FLAKE,GRANULE,Unknown,SCN-6,94.16,5.84,1012.76
RECYCLING,332.65,GRANULE,RAW,Unknown,SCN-5,94.01,5.99,312.73
QUALITY_CONTROL,128.61,PRODUCT,GRANULE,Rejected,SCN-1,50.25,49.75,64.62
BALING,397.88,LDPE,BALE,Rejected,SCN-6,97.91,2.09,389.56
BALING,719.2,MIXED,PROCESSED,Standard,SCN-1,98.07,1.93,705.29
RECEIPT,169.62,PET,FLAKE,Grade B,SCN-4,99.93,0.07,169.5
SEGREGATION,74.28,HDPE,BALE,Grade C,SCN-3,83.37,16.63,61.93
MIXING,572.35,FLAKE,RAW,Standard,SCN-6,99.98,0.02,572.21
PRODUCTION,459.62,GRANULE,RAW,Grade B,SCN-3,99.94,0.06,459.36
WASHING,1976.24,MIXED,GRANULE,Standard,SCN-2,85.02,14.98,1680.23
QC_FAIL,3522.8,GRANULE,FLAKE,Premium,SCN-5,0.0,100.0,0.0
QC_FAIL,500.83,PP,SORTED,Unknown,SCN-2,0.0,100.0,0.0
RECYCLING,193.74,PP,WASHED,Grade C,SCN-5,86.03,13.97,166.67
QC_PASS,761.98,MIXED,SORTED,Technical Grade,SCN-6,99.63,0.37,759.13
WASHING,2458.1,PET,BALE,Premium,SCN-1,99.03,0.97,2434.24
INWARD,3005.64,PP,FLAKE,Unknown,SCN-4,99.73,0.27,2997.45
PRODUCTION,1455.16,GRANULE,WASHED,Food Grade,SCN-1,99.51,0.49,1448.06
PRODUCTION,332.56,PRODUCT,PROCESSED,Premium,SCN-6,99.58,0.42,331.17
SEGREGATION,382.74,PP,RAW,Unknown,SCN-4,89.4,10.6,342.15
WASHING,2125.87,PP,WASHED,Premium,SCN-1,99.28,0.72,2110.48
TRANSFER,1562.4,PET,RAW,Grade A,SCN-4,100.0,0.0,1562.4
MIXING,52.87,HDPE,RAW,Grade C,SCN-1,95.08,4.92,50.27
TRANSFER,372.36,HDPE,WASHED,Standard,SCN-6,98.66,1.34,367.39
SEGREGATION,533.27,PP,WASHED,Grade C,SCN-4,86.23,13.77,459.84
QUALITY_CONTROL,1553.96,GRANULE,WASHED,Food Grade,SCN-1,79.89,20.11,1241.44
MANUFACTURING,661.56,PVC,FLAKE,Technical Grade,SCN-2,92.16,7.84,609.67
RECEIPT,3155.44,MIXED,FLAKE,Grade A,SCN-3,99.77,0.23,3148.33
WASHING,1226.2,FLAKE,GRANULE,Premium,SCN-6,98.51,1.49,1207.88
RECYCLING,330.26,LDPE,PROCESSED,Rejected,SCN-1,80.17,19.83,264.76
MIXING,124.93,GRANULE,BALE,Premium,SCN-5,100.0,0.0,124.93
SEGREGATION,749.65,PET,GRANULE,Standard,SCN-3,96.38,3.62,722.48
RECEIPT,2492.55,LDPE,BALE,Grade C,SCN-3,99.63,0.37,2483.29
RECYCLING,1561.52,MIXED,WASHED,Grade B,SCN-6,87.66,12.34,1368.78
INWARD,9299.3,PRODUCT,PROCESSED,Rejected,SCN-3,99.89,0.11,9289.0
MIXING,1200.41,HDPE,RAW,Unknown,SCN-1,99.18,0.82,1190.54
PRODUCTION,315.83,LDPE,GRANULE,Food Grade,SCN-2,99.09,0.91,312.95
WASHING,2117.91,PET,WASHED,Grade B,SCN-2,97.53,2.47,2065.6
TRANSFER,2852.13,PRODUCT,PROCESSED,Grade C,SCN-1,97.28,2.72,2774.61
PRODUCTION,275.37,GRANULE,WASHED,Rejected,SCN-1,92.58,7.42,254.93
TRANSFER,315.27,GRANULE,WASHED,Unknown,SCN-6,99.57,0.43,313.92
SEGREGATION,2087.57,PET,RAW,Standard,SCN-4,85.41,14.59,1782.92
QUALITY_CONTROL,497.42,HDPE,SORTED,Technical Grade,SCN-1,91.38,8.62,454.55
RECYCLING,2141.57,PP,WASHED,Rejected,SCN-1,80.12,19.88,1715.8
MANUFACTURING,390.45,GRANULE,BALE,Unknown,SCN-1,99.46,0.54,388.33
BALING,1187.8,PET,WASHED,Standard,SCN-4,100.0,0.0,1187.8
PRODUCTION,1093.02,MIXED,PROCESSED,Standard,SCN-1,92.9,7.1,1015.36
RECEIPT,1194.28,LDPE,PROCESSED,Food Grade,SCN-3,100.0,0.0,1194.28
BALING,922.07,PET,SORTED,Premium,SCN-3,100.0,0.0,922.07
RECYCLING,442.97,HDPE,SORTED,Technical Grade,SCN-4,86.64,13.36,383.77
PRODUCTION,392.78,PET,FLAKE,Unknown,SCN-5,99.28,0.72,389.96
WASHING,878.95,LDPE,GRANULE,Technical Grade,SCN-4,90.91,9.09,799.03
MIXING,209.14,HDPE,WASHED,Grade B,SCN-4,96.05,3.95,200.89
RECYCLING,634.15,MIXED,WASHED,Unknown,SCN-3,82.63,17.37,524.02
WASHING,282.61,PVC,SORTED,Technical Grade,SCN-3,87.43,12.57,247.1
WASHING,402.03,GRANULE,SORTED,Premium,SCN-5,99.18,0.82,398.72
MANUFACTURING,1105.43,MIXED,RAW,Unknown,SCN-1,91.9,8.1,1015.86
SEGREGATION,3137.75,GRANULE,SORTED,Grade A,SCN-2,99.35,0.65,3117.43
QUALITY_CONTROL,848.91,PRODUCT,RAW,Premium,SCN-5,92.22,7.78,782.85
MIXING,4606.95,PET,PROCESSED,Technical Grade,SCN-2,98.75,1.25,4549.27
BALING,1180.95,FLAKE,PROCESSED,Unknown,SCN-6,99.86,0.14,1179.35
INWARD,565.59,HDPE,GRANULE,Food Grade,SCN-5,100.0,0.0,565.59
BALING,4009.26,LDPE,FLAKE,Grade B,SCN-2,97.86,2.14,3923.4
RECEIPT,1427.76,HDPE,PROCESSED,Grade A,SCN-2,99.54,0.46,1421.18
MANUFACTURING,1881.65,HDPE,GRANULE,Grade C,SCN-5,92.19,7.81,1734.66
QC_PASS,240.38,HDPE,WASHED,Grade C,SCN-5,99.87,0.13,240.08
SEGREGATION,720.17,GRANULE,FLAKE,Food Grade,SCN-6,93.98,6.02,676.82
TRANSFER,199.4,HDPE,GRANULE,Grade A,SCN-2,99.53,0.47,198.46
QC_PASS,1228.89,PET,PROCESSED,Technical Grade,SCN-4,99.8,0.2,1226.4
TRANSFER,1639.71,PET,SORTED,Standard,SCN-1,99.69,0.31,1634.6
MIXING,321.15,MIXED,FLAKE,Food Grade,SCN-3,95.3,4.7,306.07
RECEIPT,103.61,GRANULE,FLAKE,Unknown,SCN-5,99.91,0.09,103.51
MANUFACTURING,3649.02,LDPE,WASHED,Grade C,SCN-2,92.09,7.91,3360.4
RECYCLING,228.13,GRANULE,BALE,Food Grade,SCN-6,97.9,2.1,223.33
INWARD,2710.65,GRANULE,SORTED,Premium,SCN-2,100.0,0.0,2710.65
QC_FAIL,162.89,HDPE,GRANULE,Grade C,SCN-2,0.12,99.88,0.19
TRANSFER,421.77,LDPE,SORTED,Standard,SCN-6,97.89,2.11,412.88
QC_FAIL,1401.29,PP,SORTED,Grade A,SCN-1,0.45,99.55,6.36
INWARD,385.25,HDPE,RAW,Technical Grade,SCN-5,99.84,0.16,384.62
MANUFACTURING,2785.94,PET,SORTED,Grade C,SCN-4,95.33,4.67,2655.8
MIXING,5544.54,FLAKE,PROCESSED,Grade B,SCN-6,99.91,0.09,5539.4
SEGREGATION,776.69,GRANULE,RAW,Technical Grade,SCN-1,91.83,8.17,713.22
MIXING,567.84,PET,RAW,Grade C,SCN-6,95.95,4.05,544.84
TRANSFER,242.58,PP,RAW,Grade A,SCN-5,100.0,0.0,242.58
INWARD,1436.91,PRODUCT,PROCESSED,Unknown,SCN-3,100.0,0.0,1436.91
RECYCLING,375.87,GRANULE,PROCESSED,Grade A,SCN-3,98.2,1.8,369.09
RECYCLING,1154.06,LDPE,FLAKE,Food Grade,SCN-2,91.85,8.15,1059.97
QC_FAIL,8847.67,GRANULE,PROCESSED,Standard,SCN-6,0.16,99.84,13.75
MIXING,1914.8,PRODUCT,FLAKE,Grade C,SCN-1,94.86,5.14,1816.44
RECYCLING,1088.39,PRODUCT,SORTED,Standard,SCN-6,93.61,6.39,1018.81
RECYCLING,502.36,FLAKE,FLAKE,Standard,SCN-2,93.45,6.55,469.44
PRODUCTION,770.31,PVC,PROCESSED,Standard,SCN-1,92.76,7.24,714.52
RECYCLING,333.89,PVC,BALE,Rejected,SCN-3,80.03,19.97,267.2
MANUFACTURING,542.57,MIXED,WASHED,Unknown,SCN-4,91.76,8.24,497.88
TRANSFER,239.37,FLAKE,GRANULE,Technical Grade,SCN-1,100.0,0.0,239.37
SEGREGATION,634.1,PVC,SORTED,Grade B,SCN-5,84.61,15.39,536.52
MIXING,610.29,PP,WASHED,Standard,SCN-2,96.49,3.51,588.87
PRODUCTION,1296.55,PVC,GRANULE,Grade B,SCN-6,93.61,6.39,1213.76
QUALITY_CONTROL,811.55,MIXED,WASHED,Grade C,SCN-3,51.84,48.16,420.71
BALING,1042.6,PVC,BALE,Premium,SCN-5,99.37,0.63,1035.98
TRANSFER,1864.19,PP,FLAKE,Grade C,SCN-1,97.3,2.7,1813.78
INWARD,2997.53,PRODUCT,GRANULE,Technical Grade,SCN-5,99.97,0.03,2996.74
QC_FAIL,721.32,PP,FLAKE,Grade A,SCN-5,0.09,99.91,0.67
TRANSFER,526.04,PVC,FLAKE,Grade B,SCN-1,96.7,3.3,508.7
BALING,337.16,PRODUCT,GRANULE,Rejected,SCN-5,98.24,1.76,331.22
SEGREGATION,809.61,PRODUCT,RAW,Grade B,SCN-2,95.61,4.39,774.04
TRANSFER,581.44,MIXED,GRANULE,Rejected,SCN-1,97.28,2.72,565.64
MANUFACTURING,721.46,PRODUCT,SORTED,Grade B,SCN-1,95.58,4.42,689.56
MIXING,1627.25,LDPE,FLAKE,Unknown,SCN-3,97.29,2.71,1583.09
BALING,455.77,FLAKE,RAW,Unknown,SCN-4,99.59,0.41,453.92
RECYCLING,821.88,LDPE,BALE,Grade A,SCN-6,93.68,6.32,769.91
QUALITY_CONTROL,664.67,PRODUCT,FLAKE,Standard,SCN-2,81.38,18.62,540.9
BALING,1329.72,PP,BALE,Grade C,SCN-4,98.13,1.87,1304.85
WASHING,5493.48,MIXED,WASHED,Food Grade,SCN-5,88.51,11.49,4862.47
WASHING,400.64,HDPE,GRANULE,Standard,SCN-5,94.19,5.81,377.34
RECYCLING,1379.56,GRANULE,BALE,Grade B,SCN-1,95.99,4.01,1324.26
QUALITY_CONTROL,221.37,PVC,BALE,Grade C,SCN-3,71.51,28.49,158.3
RECYCLING,655.7,GRANULE,RAW,Grade B,SCN-3,95.4,4.6,625.53
RECEIPT,373.19,PVC,WASHED,Rejected,SCN-6,100.0,0.0,373.19
PRODUCTION,2685.67,HDPE,FLAKE,Technical Grade,SCN-3,96.93,3.07,2603.26
QUALITY_CONTROL,738.3,PET,GRANULE,Technical Grade,SCN-3,99.78,0.22,736.7
RECEIPT,568.07,PP,RAW,Grade A,SCN-4,100.0,0.0,568.07
SEGREGATION,1715.77,PP,GRANULE,Standard,SCN-2,90.12,9.88,1546.34
INWARD,908.37,GRANULE,PROCESSED,Technical Grade,SCN-5,99.96,0.04,907.98
WASHING,365.26,PP,WASHED,Grade C,SCN-6,88.14,11.86,321.95
QC_FAIL,1847.56,FLAKE,RAW,Technical Grade,SCN-5,0.16,99.84,2.96
MIXING,3811.86,MIXED,FLAKE,Unknown,SCN-6,94.92,5.08,3618.3
QC_PASS,531.33,HDPE,RAW,Standard,SCN-1,99.69,0.31,529.7
RECEIPT,5125.94,PET,FLAKE,Unknown,SCN-3,99.61,0.39,5105.78
BALING,10000.0,MIXED,FLAKE,Premium,SCN-2,97.59,2.41,9758.51
INWARD,635.58,LDPE,SORTED,Grade A,SCN-2,99.81,0.19,634.36
QC_PASS,1741.81,HDPE,SORTED,Rejected,SCN-5,100.0,0.0,1741.81
PRODUCTION,2956.97,HDPE,FLAKE,Unknown,SCN-1,98.45,1.55,2911.24
QC_PASS,889.13,LDPE,FLAKE,Grade B,SCN-6,99.77,0.23,887.08
QUALITY_CONTROL,1329.98,GRANULE,FLAKE,Premium,SCN-3,79.91,20.09,1062.81
QUALITY_CONTROL,125.4,PP,PROCESSED,Unknown,SCN-5,81.21,18.79,101.84
WASHING,4239.83,GRANULE,SORTED,Grade B,SCN-3,96.74,3.26,4101.72
QC_PASS,584.84,FLAKE,BALE,Unknown,SCN-4,99.91,0.09,584.29
INWARD,101.83,PVC,GRANULE,Rejected,SCN-4,100.0,0.0,101.83
SEGREGATION,1759.09,GRANULE,WASHED,Grade B,SCN-6,96.93,3.07,1705.06
QUALITY_CONTROL,1321.23,PRODUCT,RAW,Unknown,SCN-2,81.38,18.62,1075.22
MIXING,4135.08,PET,GRANULE,Grade C,SCN-1,94.96,5.04,3926.59
SEGREGATION,613.75,PRODUCT,BALE,Standard,SCN-6,94.86,5.14,582.21
PRODUCTION,196.23,PP,SORTED,Technical Grade,SCN-3,95.72,4.28,187.83
PRODUCTION,607.57,PP,SORTED,Premium,SCN-6,99.74,0.26,605.99
TRANSFER,1128.71,PVC,RAW,Food Grade,SCN-2,97.15,2.85,1096.55
QUALITY_CONTROL,360.19,PET,RAW,Premium,SCN-4,100.0,0.0,360.19
WASHING,2591.81,GRANULE,WASHED,Food Grade,SCN-6,98.58,1.42,2555.1
BALING,191.41,LDPE,RAW,Grade C,SCN-1,98.06,1.94,187.69
RECYCLING,1056.32,LDPE,BALE,Food Grade,SCN-6,90.15,9.85,952.29
BALING,540.98,HDPE,RAW,Grade C,SCN-5,98.11,1.89,530.77
QUALITY_CONTROL,1048.16,PRODUCT,PROCESSED,Grade B,SCN-2,84.13,15.87,881.84
TRANSFER,1267.28,PP,WASHED,Grade C,SCN-3,97.08,2.92,1230.23
QC_FAIL,4029.63,HDPE,RAW,Premium,SCN-6,0.0,100.0,0.0
QUALITY_CONTROL,988.25,GRANULE,WASHED,Rejected,SCN-5,49.58,50.42,489.94
TRANSFER,297.06,PP,RAW,Technical Grade,SCN-3,97.91,2.09,290.85
PRODUCTION,280.05,LDPE,PROCESSED,Grade A,SCN-2,99.24,0.76,277.91
SEGREGATION,2315.38,PRODUCT,BALE,Rejected,SCN-2,70.03,29.97,1621.54
QC_PASS,541.52,FLAKE,WASHED,Food Grade,SCN-5,99.57,0.43,539.16
MIXING,121.25,FLAKE,RAW,Technical Grade,SCN-4,97.86,2.14,118.65
SEGREGATION,2613.99,FLAKE,SORTED,Standard,SCN-4,95.56,4.44,2498.0
TRANSFER,130.26,PVC,RAW,Standard,SCN-4,97.16,2.84,126.56
TRANSFER,1239.81,PVC,GRANULE,Grade B,SCN-1,97.36,2.64,1207.11
QUALITY_CONTROL,389.66,PVC,WASHED,Premium,SCN-4,90.4,9.6,352.26
PRODUCTION,561.82,MIXED,PROCESSED,Food Grade,SCN-4,93.46,6.54,525.09
MANUFACTURING,1944.01,HDPE,RAW,Grade B,SCN-3,97.44,2.56,1894.16
INWARD,4404.76,LDPE,BALE,Standard,SCN-1,100.0,0.0,4404.76
QC_PASS,1007.83,FLAKE,PROCESSED,Grade A,SCN-1,100.0,0.0,1007.83
MANUFACTURING,1423.54,GRANULE,WASHED,Technical Grade,SCN-4,99.15,0.85,1411.47
SEGREGATION,3359.72,MIXED,FLAKE,Premium,SCN-1,95.52,4.48,3209.15
QC_PASS,421.45,GRANULE,WASHED,Technical Grade,SCN-6,100.0,0.0,421.45
QUALITY_CONTROL,1679.18,PVC,RAW,Unknown,SCN-4,65.56,34.44,1100.85
RECYCLING,1901.99,PET,BALE,Rejected,SCN-3,79.53,20.47,1512.66
WASHING,409.84,PVC,GRANULE,Grade A,SCN-1,89.83,10.17,368.17
TRANSFER,797.46,PRODUCT,BALE,Premium,SCN-1,99.71,0.29,795.15
INWARD,1776.36,FLAKE,WASHED,Technical Grade,SCN-6,99.68,0.32,1770.75
SEGREGATION,3848.12,GRANULE,WASHED,Food Grade,SCN-5,99.38,0.62,3824.14
RECYCLING,237.78,GRANULE,WASHED,Food Grade,SCN-3,97.51,2.49,231.84
QC_PASS,186.0,MIXED,PROCESSED,Food Grade,SCN-2,100.0,0.0,186.0
MANUFACTURING,492.68,PET,GRANULE,Premium,SCN-1,99.76,0.24,491.52
QC_FAIL,205.07,FLAKE,FLAKE,Unknown,SCN-5,0.39,99.61,0.8
PRODUCTION,954.8,GRANULE,PROCESSED,Food Grade,SCN-5,99.9,0.1,953.87
INWARD,323.56,GRANULE,FLAKE,Standard,SCN-2,100.0,0.0,323.56
QC_FAIL,145.12,PRODUCT,GRANULE,Grade C,SCN-4,0.35,99.65,0.51
MIXING,802.35,PET,FLAKE,Standard,SCN-1,99.8,0.2,800.77
RECYCLING,3372.46,LDPE,PROCESSED,Standard,SCN-4,94.79,5.21,3196.65
MANUFACTURING,1184.12,GRANULE,PROCESSED,Grade A,SCN-5,99.42,0.58,1177.27
SEGREGATION,908.01,PET,WASHED,Standard,SCN-5,94.16,5.84,855.01
RECYCLING,217.09,PET,RAW,Food Grade,SCN-1,97.97,2.03,212.69
MANUFACTURING,1330.23,PRODUCT,GRANULE,Unknown,SCN-4,97.21,2.79,1293.13
INWARD,356.07,MIXED,WASHED,Rejected,SCN-3,99.78,0.22,355.3
QC_PASS,688.15,HDPE,RAW,Rejected,SCN-4,100.0,0.0,688.15
MIXING,106.19,PRODUCT,FLAKE,Grade A,SCN-5,100.0,0.0,106.19
RECEIPT,375.91,PET,WASHED,Grade B,SCN-5,100.0,0.0,375.91
TRANSFER,285.75,PVC,SORTED,Unknown,SCN-4,97.35,2.65,278.16
QUALITY_CONTROL,2191.86,MIXED,SORTED,Grade B,SCN-2,84.11,15.89,1843.57
QC_PASS,888.19,MIXED,PROCESSED,Standard,SCN-4,99.56,0.44,884.26
TRANSFER,210.39,GRANULE,RAW,Rejected,SCN-5,96.78,3.22,203.61
MIXING,598.04,MIXED,BALE,Standard,SCN-2,95.16,4.84,569.12
PRODUCTION,718.27,GRANULE,GRANULE,Food Grade,SCN-2,99.08,0.92,711.67
WASHING,4342.35,LDPE,BALE,Unknown,SCN-4,92.77,7.23,4028.26
INWARD,215.71,MIXED,BALE,Grade C,SCN-3,99.59,0.41,214.82
INWARD,788.27,MIXED,GRANULE,Grade C,SCN-3,100.0,0.0,788.27
QUALITY_CONTROL,243.73,FLAKE,SORTED,Grade C,SCN-4,74.31,25.69,181.11
RECYCLING,3141.83,HDPE,RAW,Unknown,SCN-6,90.29,9.71,2836.86
PRODUCTION,2125.75,PVC,GRANULE,Grade A,SCN-4,96.9,3.1,2059.93
INWARD,1353.64,FLAKE,GRANULE,Premium,SCN-3,100.0,0.0,1353.64
QUALITY_CONTROL,540.52,FLAKE,BALE,Technical Grade,SCN-5,91.77,8.23,496.03
INWARD,990.32,PRODUCT,WASHED,Grade C,SCN-2,100.0,0.0,990.32
PRODUCTION,301.85,PP,RAW,Grade A,SCN-3,99.33,0.67,299.81
SEGREGATION,412.09,PVC,GRANULE,Food Grade,SCN-6,89.64,10.36,369.39
TRANSFER,862.27,PVC,SORTED,Grade A,SCN-2,96.93,3.07,835.82
MIXING,3391.97,GRANULE,PROCESSED,Premium,SCN-1,99.63,0.37,3379.52
QC_FAIL,1008.1,FLAKE,BALE,Technical Grade,SCN-5,0.16,99.84,1.63
WASHING,825.89,LDPE,WASHED,Technical Grade,SCN-5,88.08,11.92,727.41
WASHING,431.55,LDPE,BALE,Unknown,SCN-5,92.37,7.63,398.64
QC_PASS,170.71,LDPE,FLAKE,Technical Grade,SCN-1,99.79,0.21,170.34
QC_FAIL,2812.43,LDPE,GRANULE,Technical Grade,SCN-3,0.0,100.0,0.0
WASHING,662.11,PET,FLAKE,Standard,SCN-3,95.08,4.92,629.52
TRANSFER,927.1,PP,GRANULE,Grade C,SCN-6,96.84,3.16,897.83
BALING,309.25,PET,BALE,Unknown,SCN-5,99.73,0.27,308.4
BALING,327.2,MIXED,WASHED,Premium,SCN-1,97.61,2.39,319.36
QC_FAIL,752.56,HDPE,PROCESSED,Unknown,SCN-1,0.43,99.57,3.21
MIXING,588.72,HDPE,GRANULE,Grade B,SCN-5,98.64,1.36,580.7
INWARD,1074.73,PVC,WASHED,Unknown,SCN-1,99.79,0.21,1072.48
SEGREGATION,629.2,MIXED,PROCESSED,Grade A,SCN-4,80.32,19.68,505.36
PRODUCTION,488.84,FLAKE,RAW,Unknown,SCN-4,99.75,0.25,487.64
SEGREGATION,1906.74,PP,GRANULE,Technical Grade,SCN-6,85.23,14.77,1625.05
BALING,563.61,PET,SORTED,Standard,SCN-4,99.84,0.16,562.71
RECEIPT,94.67,PVC,BALE,Grade C,SCN-2,99.57,0.43,94.26
QC_FAIL,384.56,PET,WASHED,Grade B,SCN-4,0.0,100.0,0.0
RECEIPT,159.79,PVC,BALE,Technical Grade,SCN-2,99.65,0.35,159.23
MIXING,492.08,LDPE,GRANULE,Technical Grade,SCN-3,95.41,4.59,469.48
QUALITY_CONTROL,484.1,MIXED,PROCESSED,Grade C,SCN-3,71.13,28.87,344.35
QUALITY_CONTROL,1698.6,FLAKE,GRANULE,Standard,SCN-1,98.51,1.49,1673.32
RECYCLING,2817.95,FLAKE,FLAKE,Grade C,SCN-1,87.69,12.31,2471.09
QC_FAIL,447.05,MIXED,BALE,Grade B,SCN-3,0.08,99.92,0.35
MANUFACTURING,725.84,PRODUCT,WASHED,Grade C,SCN-5,92.56,7.44,671.85
QUALITY_CONTROL,1910.69,PP,FLAKE,Grade B,SCN-2,96.49,3.51,1843.61
